P901,P905,CCPP,NOMBREPV,CCDI,NOMBREDI
2,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,02,COJATA
1,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,02,COJATA
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,08,MELGAR,01,AYAVIRI
2,2,08,MELGAR,01,AYAVIRI
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,10,SAN ANTONIO DE PUTINA,03,PEDRO VILCA APAZA
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,07,LAMPA,05,OCUVIRI
1,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
1,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,06,CHUPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
1,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
1,2,02,AZANGARO,03,ARAPA
2,2,02,AZANGARO,03,ARAPA
1,2,02,AZANGARO,03,ARAPA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
1,2,07,LAMPA,04,NICASIO
1,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,07,LAMPA,05,OCUVIRI
1,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,07,LAMPA,04,NICASIO
2,2,02,AZANGARO,10,SAMAN
1,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
1,1,07,LAMPA,04,NICASIO
1,2,07,LAMPA,04,NICASIO
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,02,AZANGARO,10,SAMAN
1,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,1,02,AZANGARO,10,SAMAN
1,1,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
1,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
1,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,06,HUANCANE,08,VILQUE CHICO
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
1,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
1,2,02,AZANGARO,02,ACHAYA
1,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,07,LAMPA,04,NICASIO
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,07,LAMPA,06,PALCA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,02,AZANGARO,02,ACHAYA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,02,AZANGARO,05,CAMINACA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,06,HUANCANE,01,HUANCANE
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,06,HUANCANE,06,ROSASPATA
2,1,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,06,HUANCANE,06,ROSASPATA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
1,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,1,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,1,07,LAMPA,03,CALAPUJA
2,1,07,LAMPA,03,CALAPUJA
2,1,07,LAMPA,03,CALAPUJA
2,1,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,1,02,AZANGARO,05,CAMINACA
2,1,02,AZANGARO,05,CAMINACA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,03,CALAPUJA
2,2,07,LAMPA,03,CALAPUJA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,01,MOHO
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,07,LAMPA,01,LAMPA
1,2,07,LAMPA,01,LAMPA
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,03,HUAYRAPATA
1,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
2,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
1,2,02,AZANGARO,05,CAMINACA
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
1,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,06,HUANCANE,07,TARACO
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
1,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,03,HUAYRAPATA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,1,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,03,HUAYRAPATA
1,2,02,AZANGARO,10,SAMAN
2,2,02,AZANGARO,10,SAMAN
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,07,PARATIA
2,2,07,LAMPA,07,PARATIA
2,2,07,LAMPA,07,PARATIA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,05,SAN MIGUEL
2,2,11,SAN ROMAN,05,SAN MIGUEL
2,2,09,MOHO,01,MOHO
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
1,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
1,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,09,SANTA LUCIA
2,2,07,LAMPA,09,SANTA LUCIA
2,2,07,LAMPA,09,SANTA LUCIA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,01,MOHO
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,01,MOHO
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,07,LAMPA,07,PARATIA
1,2,07,LAMPA,01,LAMPA
1,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,07,LAMPA,01,LAMPA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
1,2,11,SAN ROMAN,01,JULIACA
2,1,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
1,1,11,SAN ROMAN,01,JULIACA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
1,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
2,2,09,MOHO,02,CONIMA
1,2,07,LAMPA,01,LAMPA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,11,SAN ROMAN,01,JULIACA
2,2,07,LAMPA,09,SANTA LUCIA
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
2,2,11,SAN ROMAN,04,CARACOTO
1,2,06,HUANCANE,05,PUSI
