ANIO,CCDD,NOMBREDD,CCPP,NOMBREPV,CCDI,NOMBREDI,CONGLOMERADO,NSELUA,UA,ESTRATO,RESFIN,REGION,DOMINIO,FACTOR,CODIGO,P102_1,P102_2,P1001A_1,P1001A_2A_1,P1001A_2A_2,P1001A_2B_1,P1001A_2B_2,P1001A_2A_1C,P1001A_2A_2C,P1001A_2B_1C,P1001A_2B_2C,P1001A_3,P1001A_4,P1001A_5,P1001A_5A,P1001A_5B,P1001A_6A,P1001A_6B,P1001A_6C,P1001A_TOTAL,P1002B_1,P1002B_1A,P1002B_1B,P1002B_2,P1002B_3,P1002B_4,P1002B_5,P1002B_6,P1002B_7A_1,P1002B_7A_2,P1002B_7B_1,P1002B_7B_2,P1002A_7A_1C,P1002A_7A_2C,P1002A_7B_1C,P1002A_7B_2C,P1002B_8,P1002B_9,P1002B_9A,P1002B_9B,P1002B_10A,P1002B_10B,P1002B_TOTAL,P1000_TOTAL,OMICAP1000
2016,21,PUNO,12,SANDIA,03,LIMBANI,16891,00153,14, ,1,2,6,162.719047619048,1,1,1,0,0,0,0,60, , , ,2,0,0,45,0,0,0,0,0,105,20, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,20,125, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00008,1, ,1,3,7,50.0595238095238,1,1,0,0,0,0,80,0, , ,2, ,0,0,0,0,0,0,0,34,114, , , , , , , , , , , , , , , , , , , , , , , ,114, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00018,2, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,32,32, , , , , , , , , , , , , , , , , , , , , , , ,32, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00025,3, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,16,16, , , , , , , , , , , , , , , , , , , , , , , ,16, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00026,4, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,18,18, , , , , , , , , , , , , , , , , , , , , , , ,18, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00035,5, ,1,3,7,50.0595238095238,1,1,0,0,0,0,80,0, , ,2, ,0,0,0,0,0,0,0,28,108, , , , , , , , , , , , , , , , , , , , , , , ,108, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00042,6, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,300, , , ,3,0,0,0,0,0,0,0,16,316, , , , , , , , , , , , , , , , , , , , , , , ,316, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00049,7, ,1,3,7,50.0595238095238,1,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,66,66,230, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,230,296, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00059,9, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,13,13, , , , , , , , , , , , , , , , , , , , , , , ,13, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00066,10, ,1,3,7,50.0595238095238,1,1,0,0,0,0,95,0, , ,2, ,0,0,0,0,0,0,0,33,128, , , , , , , , , , , , , , , , , , , , , , , ,128, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00078,11, ,1,3,7,50.0595238095238,1,1,1,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,30,30,50, , ,0,0,0,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,50,80, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00079,12, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,27,27, , , , , , , , , , , , , , , , , , , , , , , ,27, 
2016,21,PUNO,12,SANDIA,10,SAN PEDRO DE PUTINA PUNCO,16892,00084,13, ,1,3,7,50.0595238095238,1,1,0,0,0,0,0,0, , , , ,0,0,0,0,0,0,0,15,15, , , , , , , , , , , , , , , , , , , , , , , ,15, 
